experiment.name,experiment.seed,training.epochs,training.batch_size,training.threads,training.val_split,training.autotune,dataset.manifest,dataset.filters.include_negatives,dataset.filters.balance,dataset.filters.max_per_class,dataset.filters.quality,dataset.filters.positive_subsets,dataset.filters.negative_subsets,dataset.filters.call_type,dataset.filters.source_root,dataset.filters.splits,dataset.filters.manifest,dataset.filters.seed,metrics.iid.best_f1.threshold,metrics.iid.best_f1.precision,metrics.iid.best_f1.recall,metrics.iid.best_f1.f1,metrics.iid.best_f1.accuracy,metrics.iid.auroc,metrics.iid.auprc,metrics.ood.best_f1.threshold,metrics.ood.best_f1.precision,metrics.ood.best_f1.recall,metrics.ood.best_f1.f1,metrics.ood.best_f1.accuracy,metrics.ood.auroc,metrics.ood.auprc,metadata.timestamp,metadata.git_commit,training_args.fmin,training_args.fmax,analyzer_args.fmin,analyzer_args.fmax,analyzer_args.sensitivity,training_args.overlap,analyzer_args.overlap,training_args.focal-loss,training_args.focal-loss-gamma,training_args.focal-loss-alpha,training_args.learning_rate,training_args.hidden_units,training_args.mixup,training_args.dropout,training_args.label_smoothing,training_args.upsampling_mode,training_args.upsampling_ratio,validation_package.used,validation_package.positive_count,validation_package.negative_count,validation_package.total_count
stage13_117,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,456.0,0.0,0.667,1.0,0.8,0.667,0.791,0.861,0.05,1.0,0.517,0.681,0.772,0.769,0.756,2025-12-21T20:43:22.676651Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,1024.0,True,0.75,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_118,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,456.0,0.0,0.667,1.0,0.8,0.667,0.777,0.852,0.05,1.0,0.514,0.679,0.771,0.761,0.748,2025-12-21T20:43:23.291000Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,1024.0,True,0.9,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_119,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,456.0,0.0,0.667,1.0,0.8,0.667,0.795,0.864,0.05,1.0,0.536,0.698,0.781,0.772,0.759,2025-12-21T20:43:23.898015Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,1024.0,True,0.9,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_120,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,456.0,0.0,0.667,1.0,0.8,0.667,0.801,0.869,0.05,0.999,0.536,0.697,0.781,0.774,0.762,2025-12-21T20:43:24.516366Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,1024.0,True,0.9,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_121,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.838,0.897,0.15,0.988,0.587,0.736,0.802,0.8,0.791,2025-12-21T20:43:25.330710Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,0.0,True,0.0,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_122,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,1.0,0.916,0.908,0.912,0.883,0.891,0.91,1.0,0.856,0.867,0.861,0.868,0.897,0.838,2025-12-21T20:43:25.985654Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,0.0,True,0.0,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_123,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,1.0,0.848,0.956,0.899,0.856,0.815,0.846,1.0,0.727,0.926,0.815,0.801,0.82,0.721,2025-12-21T20:43:26.627183Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,0.0,True,0.0,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_124,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.05,0.971,0.718,0.826,0.797,0.856,0.912,0.05,0.962,0.636,0.766,0.816,0.831,0.826,2025-12-21T20:43:27.271356Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,0.0,True,0.25,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_125,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.05,0.903,0.846,0.873,0.836,0.898,0.936,0.05,0.923,0.713,0.805,0.837,0.867,0.856,2025-12-21T20:43:27.930138Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,0.0,True,0.25,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_126,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.15,0.891,0.879,0.885,0.847,0.895,0.928,0.85,0.906,0.756,0.824,0.848,0.891,0.885,2025-12-21T20:43:28.660044Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,0.0,True,0.25,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_127,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.817,0.895,0.05,0.934,0.64,0.759,0.809,0.816,0.815,2025-12-21T20:43:29.316367Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,0.0,True,0.5,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_128,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.05,0.944,0.721,0.818,0.785,0.844,0.904,0.05,0.941,0.642,0.763,0.812,0.827,0.822,2025-12-21T20:43:29.979427Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,0.0,True,0.5,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_129,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.1,0.953,0.777,0.856,0.826,0.884,0.93,0.05,0.933,0.664,0.776,0.819,0.832,0.824,2025-12-21T20:43:30.573274Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,0.0,True,0.5,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_130,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.798,0.868,0.05,0.999,0.541,0.702,0.783,0.776,0.764,2025-12-21T20:43:31.232186Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,0.0,True,0.75,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_131,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.813,0.877,0.05,0.999,0.549,0.709,0.787,0.779,0.767,2025-12-21T20:43:31.910079Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,0.0,True,0.75,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_132,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.834,0.891,0.05,0.996,0.57,0.725,0.796,0.793,0.782,2025-12-21T20:43:32.635044Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,0.0,True,0.75,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_133,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.78,0.854,0.05,1.0,0.516,0.681,0.772,0.767,0.753,2025-12-21T20:43:33.253371Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,0.0,True,0.9,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_134,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.803,0.87,0.05,0.998,0.542,0.703,0.784,0.777,0.765,2025-12-21T20:43:33.872652Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,0.0,True,0.9,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_135,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.794,0.863,0.05,1.0,0.529,0.692,0.778,0.771,0.758,2025-12-21T20:43:34.501437Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,0.0,True,0.9,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_136,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.05,0.973,0.72,0.828,0.8,0.865,0.913,0.05,0.954,0.599,0.736,0.797,0.801,0.793,2025-12-21T20:43:35.238666Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,128.0,True,0.0,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_137,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.05,0.886,0.882,0.884,0.845,0.929,0.967,0.6,0.822,0.72,0.767,0.794,0.876,0.892,2025-12-21T20:43:35.889258Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,128.0,True,0.0,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_138,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.95,0.912,0.992,0.95,0.931,0.992,0.996,0.95,0.661,0.97,0.786,0.751,0.945,0.949,2025-12-21T20:43:36.503127Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,128.0,True,0.0,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_139,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.846,0.9,0.05,0.994,0.59,0.741,0.805,0.804,0.794,2025-12-21T20:43:37.214629Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,128.0,True,0.25,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_140,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.05,0.954,0.9,0.926,0.904,0.95,0.966,0.05,0.921,0.791,0.851,0.869,0.903,0.899,2025-12-21T20:43:37.909190Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,128.0,True,0.25,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_141,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.873,0.93,0.05,0.967,0.59,0.733,0.797,0.839,0.846,2025-12-21T20:43:38.574988Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,128.0,True,0.25,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_142,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.2,0.955,0.73,0.827,0.797,0.848,0.911,0.9,0.911,0.627,0.743,0.795,0.8,0.8,2025-12-21T20:43:39.233156Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,128.0,True,0.5,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_143,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.05,0.982,0.717,0.829,0.803,0.883,0.93,0.05,0.983,0.598,0.744,0.806,0.809,0.806,2025-12-21T20:43:39.918991Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,128.0,True,0.5,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_144,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.829,0.886,0.05,0.998,0.574,0.729,0.799,0.791,0.779,2025-12-21T20:43:40.529528Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,128.0,True,0.5,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_145,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.792,0.863,0.05,1.0,0.539,0.7,0.782,0.773,0.761,2025-12-21T20:43:41.130415Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,128.0,True,0.75,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_146,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.81,0.875,0.05,0.997,0.558,0.715,0.791,0.783,0.77,2025-12-21T20:43:41.780230Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,128.0,True,0.75,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_147,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.813,0.876,0.05,1.0,0.555,0.714,0.79,0.782,0.77,2025-12-21T20:43:42.435073Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,128.0,True,0.75,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_148,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.761,0.861,0.05,0.992,0.501,0.666,0.763,0.755,0.753,2025-12-21T20:43:43.091134Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,128.0,True,0.9,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_149,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.795,0.865,0.05,1.0,0.533,0.695,0.78,0.774,0.761,2025-12-21T20:43:43.675182Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,128.0,True,0.9,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_150,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.795,0.864,0.05,1.0,0.528,0.691,0.777,0.771,0.759,2025-12-21T20:43:44.324364Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,128.0,True,0.9,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_151,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.05,0.963,0.84,0.897,0.872,0.929,0.956,0.6,0.894,0.818,0.854,0.868,0.912,0.902,2025-12-21T20:43:44.926844Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,512.0,True,0.0,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_152,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,1.0,0.733,1.0,0.846,0.757,0.635,0.733,1.0,0.512,0.999,0.677,0.55,0.574,0.512,2025-12-21T20:43:45.535844Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.0,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_153,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.05,0.998,0.67,0.802,0.779,0.843,0.895,0.05,0.997,0.59,0.741,0.806,0.803,0.792,2025-12-21T20:43:46.139611Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,512.0,True,0.0,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_154,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.05,0.958,0.814,0.88,0.852,0.906,0.94,0.1,0.92,0.686,0.786,0.824,0.847,0.852,2025-12-21T20:43:46.799148Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,512.0,True,0.25,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_155,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.95,0.94,0.951,0.946,0.927,0.978,0.99,0.95,0.782,0.899,0.836,0.834,0.935,0.939,2025-12-21T20:43:47.412768Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_156,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.05,0.958,0.924,0.941,0.923,0.979,0.99,0.05,0.881,0.789,0.833,0.85,0.92,0.93,2025-12-21T20:43:48.061997Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,512.0,True,0.25,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_157,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.797,0.866,0.05,0.998,0.548,0.708,0.786,0.78,0.768,2025-12-21T20:43:48.696187Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,512.0,True,0.5,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_158,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.05,0.978,0.744,0.845,0.818,0.886,0.944,0.05,0.983,0.61,0.753,0.811,0.839,0.843,2025-12-21T20:43:49.375466Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.5,True,repeat,0.0,True,647.0,2602.0,3249.0
stage13_159,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,789.0,0.05,0.989,0.743,0.849,0.823,0.902,0.939,0.05,0.993,0.65,0.786,0.833,0.865,0.86,2025-12-21T20:43:50.007189Z,1fe5a35cc9942d28bd28d12dd0df535f68157a0f,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.001,512.0,True,0.5,True,repeat,0.0,True,647.0,2602.0,3249.0
