experiment.name,experiment.seed,training.epochs,training.batch_size,training.threads,training.val_split,training.autotune,dataset.manifest,dataset.filters.include_negatives,dataset.filters.balance,dataset.filters.max_per_class,dataset.filters.quality,dataset.filters.call_type,dataset.filters.source_root,dataset.filters.splits,dataset.filters.manifest,dataset.filters.seed,dataset.counts_selected.pos,dataset.counts_selected.neg,dataset.breakdown_selected.positive_quality.high,dataset.breakdown_selected.positive_quality.medium,dataset.breakdown_selected.positive_call_type.growl,dataset.breakdown_selected.positive_call_type.grunt,dataset.breakdown_selected.negative_total,metrics.iid.default_0.5.threshold,metrics.iid.default_0.5.precision,metrics.iid.default_0.5.recall,metrics.iid.default_0.5.f1,metrics.iid.default_0.5.accuracy,metrics.iid.default_0.5.tp,metrics.iid.default_0.5.fp,metrics.iid.default_0.5.fn,metrics.iid.default_0.5.tn,metrics.iid.best_f1.threshold,metrics.iid.best_f1.precision,metrics.iid.best_f1.recall,metrics.iid.best_f1.f1,metrics.iid.best_f1.accuracy,metrics.iid.best_f1.tp,metrics.iid.best_f1.fp,metrics.iid.best_f1.fn,metrics.iid.best_f1.tn,metrics.iid.high_precision.threshold,metrics.iid.high_precision.precision,metrics.iid.high_precision.recall,metrics.iid.high_precision.f1,metrics.iid.high_precision.accuracy,metrics.iid.high_precision.tp,metrics.iid.high_precision.fp,metrics.iid.high_precision.fn,metrics.iid.high_precision.tn,metrics.iid.auroc,metrics.iid.auprc,metrics.ood.default_0.5.threshold,metrics.ood.default_0.5.precision,metrics.ood.default_0.5.recall,metrics.ood.default_0.5.f1,metrics.ood.default_0.5.accuracy,metrics.ood.default_0.5.tp,metrics.ood.default_0.5.fp,metrics.ood.default_0.5.fn,metrics.ood.default_0.5.tn,metrics.ood.best_f1.threshold,metrics.ood.best_f1.precision,metrics.ood.best_f1.recall,metrics.ood.best_f1.f1,metrics.ood.best_f1.accuracy,metrics.ood.best_f1.tp,metrics.ood.best_f1.fp,metrics.ood.best_f1.fn,metrics.ood.best_f1.tn,metrics.ood.high_precision.threshold,metrics.ood.high_precision.precision,metrics.ood.high_precision.recall,metrics.ood.high_precision.f1,metrics.ood.high_precision.accuracy,metrics.ood.high_precision.tp,metrics.ood.high_precision.fp,metrics.ood.high_precision.fn,metrics.ood.high_precision.tn,metrics.ood.auroc,metrics.ood.auprc,metadata.timestamp,metadata.git_commit,metadata.hostname,metadata.user,__exp_path,metrics.iid.high_precision,training_args.fmin,training_args.fmax,analyzer_args.fmin,analyzer_args.fmax,analyzer_args.sensitivity,dataset.breakdown_selected.positive_quality.low,dataset.breakdown_selected.positive_call_type.both,metrics.ood.high_precision,training_args.overlap,analyzer_args.overlap,training_args.focal-loss,training_args.focal-loss-gamma,training_args.focal-loss-alpha,training_args.learning_rate,training.dropout,training_args.hidden_units,training_args.mixup,training_args.dropout,training_args.label_smoothing,training_args.upsampling_mode,training_args.upsampling_ratio
stage1_sweep_023,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.672,0,0,1025,2097,1.0,0.454,0.978,0.62,0.606,1002,1206,23,891,,,,,,,,,,0.696,0.854,0.5,0.0,0.0,0.0,0.485,0,0,1879,1772,1.0,0.605,0.968,0.744,0.658,1818,1188,61,584,,,,,,,,,,0.619,0.672,2025-09-17T03:40:34.387449Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_023,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,128.0,False,0.0,False,repeat,0.0
stage1_sweep_024,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.66,0,0,977,1898,1.0,0.143,0.032,0.052,0.606,31,186,946,1712,,,,,,,,,,0.466,0.645,0.5,0.0,0.0,0.0,0.468,0,0,1889,1665,1.0,0.287,0.023,0.042,0.45,43,107,1846,1558,,,,,,,,,,0.479,0.458,2025-09-17T04:04:27.717368Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_024,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,128.0,False,0.0,False,repeat,0.0
stage1_sweep_025,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.642,0,0,1542,2765,1.0,0.527,0.201,0.291,0.649,310,278,1232,2487,,,,,,,,,,0.551,0.667,0.5,0.0,0.0,0.0,0.467,0,0,2645,2317,1.0,0.611,0.164,0.259,0.499,434,276,2211,2041,,,,,,,,,,0.523,0.479,2025-09-17T04:26:37.060628Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_025,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,128.0,False,0.25,False,repeat,0.0
stage1_sweep_026,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.653,0,0,1085,2042,1.0,0.485,0.195,0.279,0.649,212,225,873,1817,,,,,,,,,,0.544,0.674,0.5,0.0,0.0,0.0,0.459,0,0,2016,1710,1.0,0.631,0.08,0.142,0.477,161,94,1855,1616,,,,,,,,,,0.513,0.465,2025-09-17T04:49:14.865791Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_026,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,128.0,False,0.25,False,repeat,0.0
stage1_sweep_027,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.672,0,0,1043,2134,1.0,0.316,0.118,0.172,0.627,123,266,920,1868,,,,,,,,,,0.496,0.67,0.5,0.0,0.0,0.0,0.484,0,0,1914,1793,1.0,0.298,0.032,0.058,0.461,62,146,1852,1647,,,,,,,,,,0.475,0.471,2025-09-17T05:12:49.458374Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_027,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,128.0,False,0.25,False,repeat,0.0
stage1_sweep_028,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.766,0,0,492,1611,1.0,0.434,0.996,0.605,0.696,490,638,2,973,,,,,,,,,,0.827,0.948,0.5,0.0,0.0,0.0,0.478,0,0,1558,1429,1.0,0.692,0.982,0.812,0.763,1530,681,28,748,,,,,,,,,,0.751,0.8,2025-09-17T05:35:45.637701Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_028,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,128.0,False,0.25,False,repeat,0.0
stage1_sweep_029,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.664,0,0,1022,2016,1.0,0.408,0.947,0.57,0.519,968,1406,54,610,,,,,,,,,,0.63,0.789,0.5,0.0,0.0,0.0,0.472,0,0,1936,1729,1.0,0.513,0.661,0.577,0.489,1279,1216,657,513,,,,,,,,,,0.461,0.446,2025-09-17T05:58:37.963203Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_029,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,128.0,False,0.25,False,repeat,0.0
stage1_sweep_030,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.675,0,0,986,2052,1.0,0.248,0.068,0.107,0.631,67,203,919,1849,,,,,,,,,,0.484,0.668,0.5,0.0,0.0,0.0,0.473,0,0,1933,1737,1.0,0.61,0.072,0.129,0.487,139,89,1794,1648,,,,,,,,,,0.51,0.479,2025-09-17T06:19:43.773391Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_030,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,128.0,False,0.25,False,repeat,0.0
stage1_sweep_031,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.659,0,0,926,1786,1.0,0.393,0.119,0.182,0.636,110,170,816,1616,,,,,,,,,,0.511,0.664,0.5,0.0,0.0,0.0,0.461,0,0,1833,1568,1.0,0.371,0.051,0.089,0.442,93,158,1740,1410,,,,,,,,,,0.475,0.448,2025-09-17T06:41:41.012052Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_031,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,128.0,False,0.5,False,repeat,0.0
stage1_sweep_032,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.652,0,0,968,1816,1.0,0.267,0.111,0.156,0.585,107,294,861,1522,,,,,,,,,,0.472,0.639,0.5,0.0,0.0,0.0,0.45,0,0,1877,1537,1.0,0.351,0.07,0.116,0.418,131,242,1746,1295,,,,,,,,,,0.456,0.428,2025-09-17T07:03:02.908864Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_032,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,128.0,False,0.5,False,repeat,0.0
stage1_sweep_033,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.651,0,0,1073,1999,0.95,0.589,0.733,0.653,0.728,787,549,286,1450,,,,,,,,,,0.818,0.91,0.5,0.0,0.0,0.0,0.486,0,0,1843,1740,1.0,0.562,1.0,0.72,0.599,1843,1436,0,304,,,,,,,,,,0.662,0.734,2025-09-17T07:25:19.651202Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_033,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,128.0,False,0.5,False,repeat,0.0
stage1_sweep_034,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.672,0,0,916,1873,1.0,0.501,0.254,0.337,0.672,233,232,683,1641,,,,,,,,,,0.563,0.703,0.5,0.0,0.0,0.0,0.473,0,0,1827,1641,1.0,0.537,0.095,0.161,0.48,173,149,1654,1492,0.6,1.0,0.003,0.007,0.475,6.0,0.0,1821.0,1641.0,0.502,0.474,2025-09-17T07:46:57.702874Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_034,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,128.0,False,0.5,False,repeat,0.0
stage1_sweep_035,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.662,0,0,989,1933,1.0,0.373,0.192,0.254,0.617,190,320,799,1613,,,,,,,,,,0.513,0.668,0.5,0.0,0.0,0.0,0.467,0,0,1903,1670,1.0,0.459,0.087,0.147,0.459,166,196,1737,1474,,,,,,,,,,0.486,0.46,2025-09-17T08:07:48.315360Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_035,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,128.0,False,0.5,False,repeat,0.0
stage1_sweep_036,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.662,0,0,1021,1996,1.0,0.434,0.294,0.35,0.631,300,391,721,1605,,,,,,,,,,0.545,0.686,0.5,0.0,0.0,0.0,0.471,0,0,1899,1693,1.0,0.46,0.106,0.172,0.462,201,236,1698,1457,,,,,,,,,,0.484,0.463,2025-09-17T08:28:16.939506Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_036,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,128.0,False,0.5,False,repeat,0.0
stage1_sweep_037,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.69,0,0,1024,2278,1.0,0.387,0.117,0.18,0.669,120,190,904,2088,,,,,,,,,,0.517,0.698,0.5,0.0,0.0,0.0,0.494,0,0,1951,1903,1.0,0.433,0.053,0.095,0.485,104,136,1847,1767,,,,,,,,,,0.491,0.489,2025-09-17T08:49:23.608268Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_037,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,512.0,False,0.0,False,repeat,0.0
stage1_sweep_038,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.936,0,0,74,1087,0.95,0.628,0.797,0.702,0.957,59,35,15,1052,,,,,,,,,,0.977,0.998,0.5,0.0,0.0,0.0,0.8,0,0,219,875,0.95,0.768,0.694,0.729,0.897,152,46,67,829,,,,,,,,,,0.959,0.991,2025-09-17T09:09:47.631203Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_038,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,512.0,False,0.0,False,repeat,0.0
stage1_sweep_039,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.658,0,0,977,1879,1.0,0.235,0.081,0.12,0.596,79,257,898,1622,,,,,,,,,,0.471,0.644,0.5,0.0,0.0,0.0,0.467,0,0,1892,1660,1.0,0.25,0.027,0.049,0.439,51,153,1841,1507,,,,,,,,,,0.467,0.451,2025-09-17T09:31:21.970081Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_039,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,512.0,False,0.0,False,repeat,0.0
stage1_sweep_040,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.688,0,0,983,2169,1.0,0.131,0.038,0.058,0.622,37,245,946,1924,,,,,,,,,,0.462,0.671,0.5,0.0,0.0,0.0,0.487,0,0,1992,1888,1.0,0.362,0.067,0.113,0.461,133,234,1859,1654,,,,,,,,,,0.471,0.472,2025-09-17T09:51:54.676035Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_040,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,512.0,False,0.0,False,repeat,0.0
stage1_sweep_041,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.738,0,0,623,1757,1.0,0.346,0.311,0.328,0.666,194,367,429,1390,,,,,,,,,,0.552,0.761,0.5,0.0,0.0,0.0,0.492,0,0,1688,1633,1.0,0.579,0.205,0.303,0.52,346,252,1342,1381,,,,,,,,,,0.525,0.506,2025-09-17T10:12:14.985182Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_041,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,512.0,False,0.0,False,repeat,0.0
stage1_sweep_042,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.659,0,0,996,1927,1.0,0.359,1.0,0.528,0.391,996,1781,0,146,,,,,,,,,,0.674,0.848,0.5,0.0,0.0,0.0,0.466,0,0,1934,1687,1.0,0.541,1.0,0.702,0.546,1934,1644,0,43,,,,,,,,,,0.573,0.661,2025-09-17T10:32:52.428940Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_042,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,512.0,False,0.0,False,repeat,0.0
stage1_sweep_043,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.767,0,0,460,1516,1.0,0.618,0.615,0.617,0.822,283,175,177,1341,,,,,,,,,,0.75,0.876,0.5,0.0,0.0,0.0,0.537,0,0,1341,1557,1.0,0.6,0.383,0.468,0.597,514,342,827,1215,,,,,,,,,,0.577,0.586,2025-09-17T10:53:32.690257Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_043,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,512.0,False,0.25,False,repeat,0.0
stage1_sweep_044,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.685,0,0,563,1227,1.0,0.684,0.648,0.665,0.795,365,169,198,1058,,,,,,,,,,0.745,0.827,0.5,0.0,0.0,0.0,0.455,0,0,1199,1000,1.0,0.854,0.641,0.732,0.744,768,131,431,869,,,,,,,,,,0.747,0.649,2025-09-17T11:13:53.055254Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_044,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,512.0,False,0.25,False,repeat,0.0
stage1_sweep_045,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.656,0,0,1004,1916,1.0,0.572,0.502,0.535,0.7,504,377,500,1539,,,,,,,,,,0.648,0.742,0.5,0.0,0.0,0.0,0.455,0,0,1948,1629,1.0,0.576,0.28,0.377,0.496,546,402,1402,1227,,,,,,,,,,0.512,0.464,2025-09-17T11:34:44.674954Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_045,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,512.0,False,0.25,False,repeat,0.0
stage1_sweep_046,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.679,0,0,923,1953,1.0,0.504,0.476,0.489,0.682,439,432,484,1521,,,,,,,,,,0.623,0.747,0.5,0.0,0.0,0.0,0.477,0,0,1836,1676,1.0,0.488,0.181,0.264,0.472,333,350,1503,1326,,,,,,,,,,0.485,0.469,2025-09-17T11:55:09.402550Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_046,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,512.0,False,0.25,False,repeat,0.0
stage1_sweep_047,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.648,0,0,938,1724,1.0,0.418,0.272,0.329,0.61,255,355,683,1369,,,,,,,,,,0.529,0.664,0.5,0.0,0.0,0.0,0.451,0,0,1835,1508,1.0,0.519,0.204,0.293,0.459,374,347,1461,1161,,,,,,,,,,0.483,0.443,2025-09-17T12:15:12.487771Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_047,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,512.0,False,0.25,False,repeat,0.0
stage1_sweep_048,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.662,0,0,960,1884,1.0,0.405,0.353,0.377,0.607,339,498,621,1386,,,,,,,,,,0.539,0.685,0.5,0.0,0.0,0.0,0.474,0,0,1879,1694,1.0,0.468,0.17,0.249,0.462,319,363,1560,1331,,,,,,,,,,0.474,0.461,2025-09-17T12:36:14.221761Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_048,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,512.0,False,0.25,False,repeat,0.0
stage1_sweep_049,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.697,0,0,808,1855,1.0,0.626,0.436,0.514,0.75,352,210,456,1645,,,,,,,,,,0.663,0.778,0.5,0.0,0.0,0.0,0.475,0,0,1833,1659,1.0,0.746,0.137,0.232,0.523,252,86,1581,1573,,,,,,,,,,0.543,0.498,2025-09-17T12:56:10.105845Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_049,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,512.0,False,0.5,False,repeat,0.0
stage1_sweep_050,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.663,0,0,979,1929,1.0,0.182,0.051,0.08,0.603,50,225,929,1704,,,,,,,,,,0.466,0.648,0.5,0.0,0.0,0.0,0.469,0,0,1894,1675,1.0,0.356,0.041,0.074,0.452,78,141,1816,1534,,,,,,,,,,0.478,0.458,2025-09-17T13:16:28.483686Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_050,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0001,,512.0,False,0.5,False,repeat,0.0
stage1_sweep_051,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.669,0,0,995,2014,1.0,0.225,0.027,0.048,0.647,27,93,968,1921,,,,,,,,,,0.491,0.665,0.5,0.0,0.0,0.0,0.468,0,0,1934,1702,1.0,0.5,0.017,0.032,0.468,32,32,1902,1670,,,,,,,,,,0.499,0.468,2025-09-17T13:36:29.980155Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_051,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,512.0,False,0.5,False,repeat,0.0
stage1_sweep_052,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.663,0,0,988,1943,1.0,0.395,0.17,0.238,0.633,168,257,820,1686,,,,,,,,,,0.514,0.671,0.5,0.0,0.0,0.0,0.471,0,0,1906,1700,1.0,0.466,0.069,0.12,0.466,131,150,1775,1550,,,,,,,,,,0.49,0.466,2025-09-17T13:55:58.338004Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_052,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,512.0,False,0.5,False,repeat,0.0
stage1_sweep_053,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.667,0,0,980,1963,1.0,0.475,0.262,0.338,0.658,257,284,723,1679,,,,,,,,,,0.557,0.696,0.5,0.0,0.0,0.0,0.462,0,0,1937,1663,1.0,0.546,0.122,0.199,0.473,236,196,1701,1467,,,,,,,,,,0.502,0.463,2025-09-17T14:15:57.752652Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_053,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,512.0,False,0.5,False,repeat,0.0
stage1_sweep_054,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.682,0,0,981,2106,1.0,0.161,0.031,0.051,0.641,30,156,951,1950,,,,,,,,,,0.478,0.673,0.5,0.0,0.0,0.0,0.486,0,0,1923,1815,1.0,0.345,0.035,0.063,0.47,67,127,1856,1688,,,,,,,,,,0.483,0.477,2025-09-17T14:36:44.339737Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\stage1_sweep_054,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.001,,512.0,False,0.5,False,repeat,0.0
